chr1	2073985	2073985	+	PRKCZ
chr1	2104715	2104715	+	PRKCZ
chr1	2194775	2194775	-	FAAP20
chr1	2207733	2207733	-	FAAP20
chr1	2212720	2212720	-	FAAP20
chr1	2228694	2228694	+	SKI
chr1	2352661	2352661	-	LOC100129534
chr1	2391751	2391751	-	MORN1
chr1	2391774	2391774	+	RER1
chr1	2412571	2412571	-	PEX10
chr1	2467458	2467458	+	PLCH2
chr1	2476314	2476314	+	PLCH2
chr1	2526628	2526628	-	PANK4
chr1	2530245	2530245	-	HES5
chr1	2556364	2556364	+	TNFRSF14
chr1	2557011	2557011	-	LOC115110
chr1	2566534	2566534	+	LOC100996583
chr1	2586459	2586459	+	FAM213B
chr1	2586749	2586749	+	FAM213B
chr1	2633042	2633042	-	MMEL1
chr1	2789665	2789665	-	TTC34
chr1	3021481	3021481	+	ACTRT2
chr1	3067725	3067725	-	LINC00982
chr1	3069177	3069177	+	PRDM16
chr1	3127974	3127974	+	MIR4251
chr1	3454582	3454582	+	ARHGEF16
chr1	3560790	3560790	-	MIR551A
chr1	3611495	3611495	-	MEGF6
chr1	3624991	3624991	+	TPRG1L
chr1	3650107	3650107	-	WRAP73
chr1	3652564	3652564	+	TP73
chr1	3690671	3690671	+	TP73
chr1	3698045	3698045	+	TP73
chr1	3746771	3746771	-	TP73-AS1
chr1	3747373	3747373	-	TP73-AS1
chr1	3752400	3752400	+	CCDC27
chr1	3772760	3772760	+	SMIM1
chr1	3772786	3772786	+	SMIM1
chr1	3796504	3796504	-	LRRC47
chr1	3857233	3857233	-	CEP104
chr1	3857266	3857266	+	DFFB
chr1	3900293	3900293	-	C1orf174
chr1	3900403	3900403	+	LINC01134
chr1	3940611	3940611	+	LINC01346
chr1	4412050	4412050	+	LINC01777
chr1	4655044	4655044	+	AJAP1
chr1	5564070	5564070	+	MIR4417
chr1	5862741	5862741	-	MIR4689
chr1	5992297	5992297	+	KCNAB2
chr1	5992473	5992473	-	NPHP4
chr1	6026012	6026012	+	KCNAB2
chr1	6034287	6034287	+	KCNAB2
chr1	6045920	6045920	+	KCNAB2
chr1	6046113	6046113	+	KCNAB2
chr1	6180134	6180134	-	CHD5
chr1	6199619	6199619	-	RPL22
chr1	6205780	6205780	-	LOC102724450
chr1	6206128	6206128	+	RNF207
chr1	6235984	6235984	-	ICMT
chr1	6236239	6236239	+	LINC00337
chr1	6244191	6244191	+	HES3
chr1	6260975	6260975	-	GPR153
chr1	6358944	6358944	-	ACOT7
chr1	6360704	6360704	-	ACOT7
chr1	6385823	6385823	-	ACOT7
chr1	6393766	6393766	-	ACOT7
chr1	6419919	6419919	-	HES2
chr1	6424787	6424787	+	ESPN
chr1	6429896	6429896	-	MIR4252
chr1	6466195	6466195	-	TNFRSF25
chr1	6485469	6485469	-	PLEKHG5
chr1	6485954	6485954	-	PLEKHG5
chr1	6490580	6490580	-	PLEKHG5
chr1	6490594	6490594	-	PLEKHG5
chr1	6491701	6491701	-	PLEKHG5
chr1	6497096	6497096	-	PLEKHG5
chr1	6497424	6497424	-	PLEKHG5
chr1	6520061	6520061	-	PLEKHG5
chr1	6554598	6554598	-	NOL9
chr1	6555277	6555277	+	TAS1R1
chr1	6579990	6579990	+	ZBTB48
chr1	6602898	6602898	-	KLHL21
chr1	6613695	6613695	+	PHF13
chr1	6624864	6624864	+	THAP3
chr1	6625149	6625149	+	THAP3
chr1	6701906	6701906	-	DNAJC11
chr1	6724744	6724744	+	LINC01672
chr1	6727526	6727526	+	LINC01672
chr1	6785323	6785323	+	CAMTA1
chr1	7771268	7771268	+	VAMP3
chr1	7784428	7784428	+	PER3
chr1	7853044	7853044	-	UTS2
chr1	7853491	7853491	-	UTS2
chr1	7943165	7943165	-	TNFRSF9
chr1	7961653	7961653	+	PARK7
chr1	8026333	8026333	-	ERRFI1
chr1	8208671	8208671	+	LINC01714
chr1	8318084	8318084	+	SLC45A1
chr1	8423687	8423687	-	RERE
chr1	8424644	8424644	+	LOC102724552
chr1	8494913	8494913	-	SNORD128
chr1	8817640	8817640	-	RERE
chr1	8866590	8866590	-	MIR6728
chr1	8871576	8871576	-	ENO1
chr1	8878834	8878834	+	ENO1-AS1
chr1	8879092	8879092	-	ENO1
chr1	8945833	8945833	+	CA6
chr1	9026345	9026345	-	SLC2A7
chr1	9069828	9069828	-	SLC2A5
chr1	9072227	9072227	-	SLC2A5
chr1	9129170	9129170	-	GPR157
chr1	9151777	9151777	-	MIR34A
chr1	9182203	9182203	+	LINC01759
chr1	9182338	9182338	-	MIR34AHG
chr1	9234803	9234803	+	H6PD
chr1	9239843	9239843	+	H6PD
chr1	9292881	9292881	+	SPSB1
chr1	9428916	9428916	-	LOC100506022
chr1	9428996	9428996	-	LOC100506022
chr1	9539468	9539468	+	SLC25A33
chr1	9588873	9588873	+	TMEM201
chr1	9651731	9651731	+	PIK3CD
chr1	9654586	9654586	-	PIK3CD-AS1
chr1	9687574	9687574	-	PIK3CD-AS2
chr1	9824526	9824526	-	CLSTN1
chr1	9910258	9910258	-	CTNNBIP1
chr1	9942922	9942922	+	NMNAT1
chr1	9943427	9943427	-	LZIC
chr1	9967380	9967380	+	MIR5697
chr1	9997196	9997196	+	RBP7
chr1	10032982	10032982	+	UBE4B
chr1	10210705	10210705	+	KIF1B
chr1	10227717	10227717	+	MIR1273D
chr1	10298965	10298965	+	RNU6-1
chr1	10398991	10398991	+	PGD
chr1	10399117	10399117	+	PGD
chr1	10430101	10430101	+	CENPS
chr1	10430746	10430746	+	CENPS
chr1	10449718	10449718	+	CORT
chr1	10472556	10472556	-	DFFA
chr1	10474945	10474945	+	PEX14
chr1	10796676	10796676	-	CASZ1
chr1	10982037	10982037	-	C1orf127
chr1	11012621	11012621	+	TARDBP
chr1	11047239	11047239	-	MASP2
chr1	11060034	11060034	-	SRM
chr1	11099674	11099674	+	LOC105376736
chr1	11099910	11099910	-	EXOSC10
chr1	11100018	11100018	+	LOC105376736
chr1	11143897	11143897	+	MTOR-AS1
chr1	11189288	11189288	+	ANGPTL7
chr1	11262551	11262551	-	MTOR
chr1	11273197	11273197	+	UBIAD1
chr1	11479237	11479237	+	DISP3
chr1	11609530	11609530	+	LINC01647
chr1	11654374	11654374	+	FBXO44
chr1	11654831	11654831	-	FBXO2
chr1	11654856	11654856	+	FBXO44
chr1	11664092	11664092	+	FBXO6
chr1	11681214	11681214	-	MAD2L2
chr1	11691621	11691621	-	MAD2L2
chr1	11691723	11691723	+	DRAXIN
chr1	11736084	11736084	+	AGTRAP
chr1	11762192	11762192	+	C1orf167
chr1	11779619	11779619	-	LOC102724659
chr1	11803677	11803677	-	MTHFR
chr1	11806095	11806095	+	CLCN6
chr1	11806103	11806103	-	MTHFR
chr1	11840318	11840318	+	NPPA-AS1
chr1	11847783	11847783	-	NPPA
chr1	11858935	11858935	-	NPPB
chr1	11908153	11908153	+	RNU5E-1
chr1	11926428	11926428	-	KIAA2013
chr1	11934666	11934666	+	PLOD1
chr1	11980180	11980180	+	MFN2
chr1	12019241	12019241	+	MIIP
chr1	12029157	12029157	+	MIR6729
chr1	12063376	12063376	+	TNFRSF8
chr1	12166942	12166942	+	MIR7846
chr1	12167002	12167002	+	TNFRSF1B
chr1	12191712	12191712	+	MIR4632
chr1	12230038	12230038	+	VPS13D
chr1	12507245	12507245	+	SNORA59B
chr1	12579023	12579023	-	MIR6730
chr1	12596396	12596396	-	DHRS3
chr1	12616784	12616784	-	DHRS3
chr1	12617731	12617731	-	DHRS3
chr1	12644546	12644546	+	AADACL4
chr1	12716114	12716114	+	AADACL3
chr1	12746185	12746185	+	C1orf158
chr1	12774847	12774847	+	PRAMEF12
chr1	12791396	12791396	+	PRAMEF1
chr1	12794690	12794690	+	PRAMEF1
chr1	12831410	12831410	-	PRAMEF11
chr1	12848756	12848756	-	HNRNPCL1
chr1	12857085	12857085	+	PRAMEF2
chr1	12886201	12886201	-	PRAMEF4
chr1	12898270	12898270	-	PRAMEF10
chr1	12916646	12916646	+	PRAMEF7
chr1	12947580	12947580	-	PRAMEF6
chr1	13053659	13053659	-	PRAMEF27
chr1	13061231	13061231	+	HNRNPCL3
chr1	13061309	13061309	+	HNRNPCL4
chr1	13073677	13073677	+	PRAMEF26
chr1	13099717	13099717	-	PRAMEF36P
chr1	13116854	13116854	-	HNRNPCL2
chr1	13127068	13127068	+	PRAMEF36P
chr1	13153111	13153111	-	PRAMEF26
chr1	13165482	13165482	-	HNRNPCL4
chr1	13165560	13165560	-	HNRNPCL3
chr1	13175280	13175280	+	PRAMEF9
chr1	13201409	13201409	-	PRAMEF13
chr1	13226109	13226109	-	PRAMEF22
chr1	13226154	13226154	-	PRAMEF18
chr1	13254197	13254197	+	PRAMEF5
chr1	13285137	13285137	-	PRAMEF8
chr1	13303538	13303538	+	PRAMEF33
chr1	13315580	13315580	+	PRAMEF15
chr1	13347134	13347134	-	PRAMEF14
chr1	13371947	13371947	-	PRAMEF19
chr1	13389631	13389631	+	PRAMEF17
chr1	13410449	13410449	+	PRAMEF20
chr1	13513747	13513747	-	LRRC38
chr1	13583756	13583756	+	PDPN
chr1	13585471	13585471	+	PDPN
chr1	13700239	13700239	+	PRDM2
chr1	13704854	13704854	+	PRDM2
chr1	13749380	13749380	+	PRDM2
chr1	14598716	14598716	+	KAZN
chr1	14924128	14924128	+	KAZN
chr1	14929799	14929799	+	KAZN
chr1	14945918	14945918	+	KAZN
chr1	15152464	15152464	-	TMEM51-AS1
chr1	15152531	15152531	+	TMEM51
chr1	15153710	15153710	+	TMEM51
chr1	15153732	15153732	+	TMEM51
chr1	15171624	15171624	-	C1orf195
chr1	15247271	15247271	+	FHAD1
chr1	15409894	15409894	+	EFHD2
chr1	15438441	15438441	+	CTRC
chr1	15456727	15456727	+	CELA2A
chr1	15476100	15476100	+	CELA2B
chr1	15524445	15524445	-	CASP9
chr1	15524790	15524790	-	CASP9
chr1	15526812	15526812	+	DNAJC16
chr1	15585110	15585110	-	AGMAT
chr1	15617457	15617457	+	DDI2
chr1	15659712	15659712	+	RSC1A1
chr1	15684302	15684302	+	PLEKHM2
chr1	15736313	15736313	+	SLC25A34
chr1	15742491	15742491	+	TMEM82
chr1	15758759	15758759	+	FBLIM1
chr1	15764498	15764498	+	FBLIM1
chr1	15764963	15764963	+	FBLIM1
chr1	15807699	15807699	-	UQCRHL
chr1	15847863	15847863	+	SPEN
chr1	15848147	15848147	-	FLJ37453
chr1	15871148	15871148	+	MIR5096
chr1	15976132	15976132	-	ZBTB17
chr1	16004235	16004235	+	C1orf64
chr1	16018790	16018790	-	HSPB7
chr1	16021990	16021990	+	CLCNKA
chr1	16043735	16043735	+	CLCNKB
chr1	16048761	16048761	+	CLCNKB
chr1	16073632	16073632	-	FAM131C
chr1	16156109	16156109	-	EPHA2
chr1	16212671	16212671	-	ARHGEF19
chr1	16237164	16237164	-	RSG1
chr1	16352491	16352491	-	FBXO42
chr1	16367029	16367029	+	SZRD1
chr1	16437424	16437424	-	SPATA21
chr1	16440671	16440671	+	NECAP2
chr1	16492701	16492701	-	CROCCP3
chr1	16514285	16514285	-	RNU1-3
chr1	16535652	16535652	-	LINC01783
chr1	16538723	16538723	+	FAM231B
chr1	16548913	16548913	+	MIR3675
chr1	16613605	16613605	-	NBPF1
chr1	16630906	16630906	-	CROCCP2
chr1	16645573	16645573	+	MST1P2
chr1	16666948	16666948	-	RNU1-3
chr1	16673002	16673002	+	FAM231A
chr1	16681254	16681254	+	MIR3675
chr1	16720157	16720157	-	ESPNP
chr1	16734461	16734461	-	FAM231C
chr1	16740515	16740515	+	RNU1-3
chr1	16764480	16764480	-	MST1L
chr1	16859021	16859021	-	MIR3675
chr1	16889478	16889478	-	LOC105376805
chr1	16889666	16889666	-	LOC105376805
chr1	16895979	16895979	+	RNVU1-18
chr1	16921949	16921949	+	CROCC
chr1	16980678	16980678	-	MFAP2
chr1	16981586	16981586	-	MFAP2
chr1	17011972	17011972	-	ATP13A2
chr1	17054170	17054170	-	SDHB
chr1	17119453	17119453	-	PADI2
chr1	17205125	17205125	+	PADI1
chr1	17249097	17249097	+	PADI3
chr1	17277888	17277888	+	MIR3972
chr1	17308194	17308194	+	PADI4
chr1	17372195	17372195	+	PADI6
chr1	17438563	17438563	-	RCC2
chr1	17439754	17439754	-	RCC2
chr1	17539834	17539834	+	ARHGEF10L
chr1	17580552	17580552	+	ARHGEF10L
chr1	17618312	17618312	+	ARHGEF10L
chr1	17755312	17755312	+	ACTL8
chr1	18065656	18065656	+	LINC01654
chr1	18107745	18107745	+	IGSF21
chr1	18480929	18480929	+	KLHDC7A
chr1	18631005	18631005	+	PAX7
chr1	18859661	18859661	-	TAS1R2
chr1	18883275	18883275	-	MIR4695
chr1	18890891	18890891	-	ALDH4A1
chr1	18897148	18897148	-	MIR1290
chr1	18902799	18902799	-	ALDH4A1
chr1	18956332	18956332	-	IFFO2
chr1	19210252	19210252	-	UBR4
chr1	19210385	19210385	+	LOC101927895
chr1	19251559	19251559	-	EMC1
chr1	19251580	19251580	+	MRTO4
chr1	19274122	19274122	-	AKR7L
chr1	19288786	19288786	-	AKR7A3
chr1	19295736	19295736	-	LOC100506730
chr1	19312146	19312146	-	AKR7A2
chr1	19312245	19312245	+	PQLC2
chr1	19484707	19484707	-	CAPZB
chr1	19485641	19485641	-	CAPZB
chr1	19596832	19596832	-	LOC105378614
chr1	19596976	19596976	+	MINOS1
chr1	19607806	19607806	+	RPS14P3
chr1	19643228	19643228	+	NBL1
chr1	19643408	19643408	+	NBL1
chr1	19643713	19643713	+	NBL1
chr1	19644172	19644172	+	NBL1
chr1	19645371	19645371	+	NBL1
chr1	19645765	19645765	+	NBL1
chr1	19647609	19647609	+	NBL1
chr1	19665286	19665286	+	HTR6
chr1	19799349	19799349	-	TMCO4
chr1	19800021	19800021	-	TMCO4
chr1	19815278	19815278	-	RNF186
chr1	19882394	19882394	+	OTUD3
chr1	19923617	19923617	-	PLA2G2E
chr1	19979659	19979659	-	PLA2G2A
chr1	19980439	19980439	-	PLA2G2A
chr1	20070207	20070207	+	PLA2G5
chr1	20119566	20119566	-	PLA2G2D
chr1	20139329	20139329	+	PLA2G2F
chr1	20177364	20177364	-	PLA2G2C
chr1	20186077	20186077	+	UBXN10
chr1	20186486	20186486	-	UBXN10-AS1
chr1	20290918	20290918	+	VWA5B1
chr1	20428794	20428794	-	LINC01141
chr1	20486235	20486235	-	CAMK2N1
chr1	20508181	20508181	-	MUL1
chr1	20552438	20552438	+	FAM43B
chr1	20588950	20588950	+	CDA
chr1	20633454	20633454	+	PINK1
chr1	20633678	20633678	+	MIR6084
chr1	20652193	20652193	-	PINK1-AS
chr1	20661544	20661544	-	DDOST
chr1	20718017	20718017	-	KIF17
chr1	20732640	20732640	-	SH2D5
chr1	20786688	20786688	-	HP1BP3
chr1	20988432	20988432	-	MIR1256
chr1	21111383	21111383	-	EIF4G3
chr1	21168039	21168039	-	EIF4G3
chr1	21176888	21176888	-	EIF4G3
chr1	21279690	21279690	-	ECE1
chr1	21290273	21290273	-	ECE1
chr1	21290489	21290489	-	ECE1
chr1	21293289	21293289	+	LOC100506801
chr1	21345541	21345541	-	ECE1
chr1	21440089	21440089	+	NBPF3
chr1	21509357	21509357	+	ALPL
chr1	21651855	21651855	-	RAP1GAP
chr1	21669363	21669363	-	RAP1GAP
chr1	21783195	21783195	-	USP48
chr1	21812264	21812264	+	LDLRAD2
chr1	21937297	21937297	-	HSPG2
chr1	21976893	21976893	+	CELA3B
chr1	22001655	22001655	+	CELA3A
chr1	22025190	22025190	+	LINC00339
chr1	22025503	22025503	+	LINC00339
chr1	22026048	22026048	-	LINC01635
chr1	22052626	22052626	+	CDC42
chr1	22143026	22143026	-	WNT4
chr1	22266238	22266238	+	MIR4418
chr1	22451850	22451850	+	ZBTB40
chr1	22563501	22563501	+	EPHA8
chr1	22633366	22633366	-	MIR6127
chr1	22636505	22636505	+	C1QA
chr1	22636761	22636761	+	C1QA
chr1	22643616	22643616	+	C1QC
chr1	22652980	22652980	+	C1QB
chr1	22710837	22710837	+	EPHB2
chr1	22719516	22719516	+	MIR4684
chr1	22863226	22863226	-	MIR4253
chr1	22965430	22965430	-	LACTBL1
chr1	23015850	23015850	-	TEX46
chr1	23019447	23019447	+	KDM1A
chr1	23044304	23044304	+	MIR3115
chr1	23057934	23057934	-	MIR4419A
chr1	23168858	23168858	-	LUZP1
chr1	23194729	23194729	-	HTR1D
chr1	23285518	23285518	-	LINC01355
chr1	23344364	23344364	-	HNRNPR
chr1	23368386	23368386	-	ZNF436
chr1	23368970	23368970	+	ZNF436-AS1
chr1	23369217	23369217	+	ZNF436-AS1
chr1	23369864	23369864	-	ZNF436
chr1	23424779	23424779	-	TCEA3
chr1	23484257	23484257	-	ASAP3
chr1	23521929	23521929	+	LOC101928163
chr1	23531220	23531220	-	E2F2
chr1	23559794	23559794	-	ID3
chr1	23627333	23627333	+	MDS2
chr1	23691778	23691778	+	RPL11
chr1	23743365	23743365	+	ELOA
chr1	23778297	23778297	-	ELOA-AS1
chr1	23778385	23778385	+	PITHD1
chr1	23791155	23791155	+	LYPLA2
chr1	23799570	23799570	-	GALE
chr1	23800544	23800544	-	GALE
chr1	23800804	23800804	-	GALE
chr1	23825459	23825459	-	HMGCL
chr1	23868369	23868369	-	FUCA1
chr1	23913327	23913327	-	CNR2
chr1	23929069	23929069	+	MIR378F
chr1	23959810	23959810	+	PNRC2
chr1	23980463	23980463	-	SRSF10
chr1	24112175	24112175	-	MYOM3
chr1	24143285	24143285	-	IL22RA1
chr1	24187275	24187275	-	IFNLR1
chr1	24200239	24200239	+	LOC284632
chr1	24319321	24319321	+	GRHL3
chr1	24319565	24319565	+	GRHL3
chr1	24323039	24323039	+	GRHL3
chr1	24413486	24413486	+	NIPAL3
chr1	24413772	24413772	-	STPG1
chr1	24415097	24415097	-	STPG1
chr1	24415749	24415749	+	NIPAL3
chr1	24415754	24415754	+	NIPAL3
chr1	24416024	24416024	+	NIPAL3
chr1	24502350	24502350	+	RCAN3
chr1	24502382	24502382	-	RCAN3AS
chr1	24502896	24502896	+	RCAN3
chr1	24507593	24507593	+	RCAN3
chr1	24514313	24514313	+	RCAN3
chr1	24556024	24556024	-	LOC100506985
chr1	24556075	24556075	+	NCMAP
chr1	24643102	24643102	+	SRRM1
chr1	24643558	24643558	+	SRRM1
chr1	24745268	24745268	+	CLIC4
chr1	24919416	24919416	-	MIR6731
chr1	24930279	24930279	-	RUNX3
chr1	24965010	24965010	-	RUNX3
chr1	25023502	25023502	+	MIR4425
chr1	25232522	25232522	-	SYF2
chr1	25247519	25247519	-	RSRP1
chr1	25267925	25267925	-	RSRP1
chr1	25272485	25272485	+	RHD
chr1	25338254	25338254	-	RSRP1
chr1	25338297	25338297	+	TMEM50A
chr1	25420872	25420872	-	RHCE
chr1	25430857	25430857	+	TMEM57
chr1	25543584	25543584	+	LDLRAP1
chr1	25617467	25617467	+	MAN1C1
chr1	25800175	25800175	+	SELENON
chr1	25819905	25819905	+	MTFR1L
chr1	25820192	25820192	+	MTFR1L
chr1	25820827	25820827	+	MTFR1L
chr1	25823606	25823606	-	LOC646471
chr1	25859458	25859458	-	AUNIP
chr1	25871253	25871253	-	PAQR7
chr1	25906153	25906153	-	STMN1
chr1	25906454	25906454	-	MIR3917
chr1	25906502	25906502	-	STMN1
chr1	25906877	25906877	-	STMN1
chr1	25998157	25998157	-	PAFAH2
chr1	26021779	26021779	+	EXTL1
chr1	26046138	26046138	-	SLC30A2
chr1	26067634	26067634	-	TRIM63
chr1	26111164	26111164	+	PDIK1L
chr1	26111776	26111776	+	PDIK1L
chr1	26159019	26159019	+	FAM110D
chr1	26169896	26169896	+	ZNF593
chr1	26177489	26177489	+	CNKSR1
chr1	26190627	26190627	+	CATSPER4
chr1	26225319	26225319	+	LOC101928303
chr1	26234152	26234152	+	CEP85
chr1	26269282	26269282	+	CEP85
chr1	26279721	26279721	+	SH3BGRL3
chr1	26306704	26306704	-	UBXN11
chr1	26317919	26317919	+	CD52
chr1	26318265	26318265	-	UBXN11
chr1	26354130	26354130	-	AIM1L
chr1	26372794	26372794	-	ZNF683
chr1	26410767	26410767	+	LIN28A
chr1	26432281	26432281	+	DHDDS
chr1	26467537	26467537	-	LOC101928324
chr1	26472410	26472410	+	HMGN2
chr1	26529757	26529757	+	RPS6KA1
chr1	26543111	26543111	+	RPS6KA1
chr1	26545851	26545851	+	RPS6KA1
chr1	26554541	26554541	+	MIR1976
chr1	26694131	26694131	-	LOC101928728
chr1	26696030	26696030	+	ARID1A
chr1	26787962	26787962	+	PIGV
chr1	26788187	26788187	+	PIGV
chr1	26826709	26826709	+	ZDHHC18
chr1	26863141	26863141	+	SFN
chr1	26890378	26890378	-	GPN2
chr1	26900471	26900471	-	GPATCH3
chr1	26914076	26914076	-	NR0B2
chr1	26921721	26921721	+	NUDC
chr1	26960410	26960410	-	KDF1
chr1	26993703	26993703	+	TRNP1
chr1	27012842	27012842	-	FAM46B
chr1	27155130	27155130	-	SLC9A1
chr1	27234515	27234515	+	WDTC1
chr1	27322144	27322144	+	TMEM222
chr1	27323873	27323873	+	ACTG1P20
chr1	27341991	27341991	+	SYTL1
chr1	27366866	27366866	-	MAP3K6
chr1	27374852	27374852	-	FCN3
chr1	27383333	27383333	-	CD164L2
chr1	27392643	27392643	+	GPR3
chr1	27490187	27490187	-	WASF2
chr1	27603494	27603494	-	AHDC1
chr1	27626240	27626240	-	FGR
chr1	27626595	27626595	-	FGR
chr1	27635216	27635216	-	FGR
chr1	27672213	27672213	-	IFI6
chr1	27725978	27725978	+	FAM76A
chr1	27773182	27773182	+	STX12
chr1	27830740	27830740	+	PPP1R8
chr1	27830813	27830813	+	PPP1R8
chr1	27834400	27834400	+	SCARNA1
chr1	27872542	27872542	+	THEMIS2
chr1	27914797	27914797	-	RPA2
chr1	27934954	27934954	+	SMPDL3B
chr1	27959461	27959461	+	XKR8
chr1	28088637	28088637	-	EYA3
chr1	28176944	28176944	-	PTAFR
chr1	28193936	28193936	-	PTAFR
chr1	28233031	28233031	-	DNAJC8
chr1	28236090	28236090	+	ATPIF1
chr1	28259451	28259451	+	SESN2
chr1	28329001	28329001	+	MED18
chr1	28369581	28369581	+	PHACTR4
chr1	28438149	28438149	+	PHACTR4
chr1	28505942	28505942	+	RCC1
chr1	28507364	28507364	+	SNORA73A
chr1	28508557	28508557	+	SNORA73B
chr1	28518232	28518232	+	RCC1
chr1	28553016	28553016	+	TRNAU1AP
chr1	28578822	28578822	-	SNORD99
chr1	28579893	28579893	-	SNORA61
chr1	28580512	28580512	-	SNORA44
chr1	28581053	28581053	-	SNORA16A
chr1	28581854	28581854	-	SNHG12
chr1	28592199	28592199	+	RAB42
chr1	28592494	28592494	+	RAB42
chr1	28643092	28643092	-	TAF12
chr1	28648599	28648599	+	RNU11
chr1	28668727	28668727	+	GMEB1
chr1	28736620	28736620	+	YTHDF2
chr1	28736623	28736623	+	YTHDF2
chr1	28736939	28736939	+	YTHDF2
chr1	28812141	28812141	+	OPRD1
chr1	28887090	28887090	+	EPB41
chr1	28914575	28914575	+	EPB41
chr1	29122501	29122501	-	TMEM200B
chr1	29123909	29123909	-	TMEM200B
chr1	29182125	29182125	-	SRSF4
chr1	29230958	29230958	-	MECR
chr1	29236515	29236515	+	PTPRU
chr1	29350114	29350114	-	LINC01756
chr1	30037612	30037612	-	LINC01648
chr1	30718771	30718771	+	MATN1-AS1
chr1	30723585	30723585	-	MATN1
chr1	30739232	30739232	-	MIR4420
chr1	30757836	30757836	-	LAPTM5
chr1	30908633	30908633	-	SDC3
chr1	30935776	30935776	-	SNORD103A
chr1	30949205	30949205	-	SNORD103A
chr1	30968237	30968237	-	SNORD103C
chr1	31065717	31065717	-	PUM1
chr1	31239887	31239887	-	NKAIN1
chr1	31296797	31296797	-	SNRNP40
chr1	31296981	31296981	+	ZCCHC17
chr1	31373288	31373288	-	FABP3
